,California and Steiner Lot,MISSION ST 2000,MISSION ST 2100,MISSION ST 2200,MISSION ST 2300
10672,0.0,0.0,0.0,0.0,0.0
10673,0.0,0.0,0.0,0.0,0.0
10674,0.0,0.0,0.0,0.0,0.0
10675,0.0,0.0,0.0,0.0,0.0
10676,0.0,0.0,0.0,0.0,0.0
10677,0.0,0.0,0.0,0.0,0.0
10678,0.0,0.0,0.0,0.0,0.0
10679,0.0,0.0,0.0,0.0,0.0
10680,0.0,0.0,0.0,0.0,0.0
10681,0.0,0.0,0.0,0.0,0.0
10682,0.0,0.0,0.0,0.0,0.0
10683,0.0,0.0,0.0,0.0,0.0
10684,0.0,0.0,0.0,0.0,0.0
10685,0.0,0.0,0.0,0.0,0.0
10686,0.0,0.0,0.0,0.0,0.0
10687,0.0,0.0,0.0,0.0,0.0
10688,0.0,0.0,0.0,0.0,0.0
10689,0.0,0.0,0.0,0.0,0.0
10690,0.0,0.0,0.0,0.0,0.0
10691,0.0,0.0,2.0,0.0,0.0
10692,0.0,0.0,1.0,0.0,1.0
10693,0.0,0.0,1.0,0.0,0.0
10694,0.0,0.0,0.0,0.0,0.0
10695,0.0,0.0,0.0,1.0,0.0
10696,0.0,0.0,1.0,0.0,0.0
10697,0.0,0.0,0.0,0.0,0.0
10698,0.0,0.0,2.0,2.0,0.0
10699,1.0,0.0,0.0,0.0,0.0
10700,0.0,0.0,0.0,0.0,0.0
10701,0.0,0.0,0.0,0.0,0.0
10702,0.0,0.0,0.0,0.0,0.0
10703,0.0,0.0,0.0,0.0,0.0
10704,0.0,0.0,1.0,0.0,0.0
10705,0.0,0.0,0.0,0.0,0.0
10706,0.0,0.0,1.0,0.0,0.0
10707,2.0,0.0,0.0,0.0,0.0
10708,0.0,0.0,0.0,0.0,0.0
10709,0.0,0.0,0.0,0.0,0.0
10710,0.0,0.0,0.0,0.0,0.0
10711,0.0,0.0,0.0,0.0,0.0
10712,3.0,0.0,0.0,0.0,0.0
10713,0.0,0.0,0.0,0.0,0.0
10714,0.0,0.0,0.0,0.0,0.0
10715,0.0,0.0,0.0,0.0,0.0
10716,0.0,0.0,0.0,0.0,0.0
10717,2.0,0.0,0.0,2.0,0.0
10718,0.0,0.0,0.0,0.0,0.0
10719,0.0,0.0,0.0,1.0,0.0
10720,0.0,0.0,0.0,0.0,0.0
10721,1.0,0.0,0.0,0.0,0.0
10722,0.0,0.0,1.0,0.0,0.0
10723,0.0,0.0,0.0,1.0,0.0
10724,1.0,0.0,0.0,0.0,0.0
10725,0.0,0.0,0.0,0.0,0.0
10726,0.0,0.0,1.0,1.0,1.0
10727,0.0,1.0,0.0,0.0,0.0
10728,0.0,0.0,2.0,0.0,0.0
10729,0.0,0.0,0.0,0.0,0.0
10730,0.0,0.0,0.0,0.0,1.0
10731,0.0,0.0,0.0,0.0,0.0
10732,0.0,0.0,0.0,0.0,0.0
10733,0.0,0.0,0.0,0.0,0.0
10734,0.0,0.0,0.0,0.0,0.0
10735,1.0,0.0,0.0,0.0,0.0
10736,0.0,0.0,0.0,0.0,0.0
10737,1.0,0.0,0.0,0.0,0.0
10738,0.0,0.0,0.0,0.0,0.0
10739,0.0,0.0,1.0,0.0,0.0
10740,0.0,0.0,0.0,0.0,0.0
10741,0.0,0.0,0.0,0.0,0.0
10742,0.0,1.0,0.0,0.0,0.0
10743,0.0,0.0,0.0,0.0,0.0
10744,0.0,0.0,0.0,0.0,0.0
10745,0.0,0.0,0.0,0.0,0.0
10746,0.0,0.0,0.0,0.0,0.0
10747,0.0,0.0,0.0,0.0,0.0
10748,0.0,0.0,0.0,0.0,0.0
10749,0.0,0.0,0.0,0.0,0.0
10750,0.0,0.0,0.0,0.0,0.0
10751,0.0,0.0,0.0,0.0,0.0
10752,0.0,0.0,0.0,0.0,0.0
10753,0.0,0.0,0.0,0.0,0.0
10754,0.0,0.0,0.0,0.0,0.0
10755,0.0,0.0,0.0,0.0,0.0
10756,0.0,0.0,0.0,0.0,0.0
10757,0.0,0.0,0.0,0.0,0.0
10758,0.0,0.0,0.0,0.0,0.0
10759,0.0,0.0,0.0,0.0,0.0
10760,0.0,0.0,0.0,0.0,0.0
10761,0.0,0.0,0.0,0.0,0.0
10762,0.0,0.0,0.0,0.0,0.0
10763,0.0,0.0,0.0,0.0,0.0
10764,0.0,0.0,0.0,0.0,0.0
10765,0.0,0.0,0.0,0.0,0.0
10766,0.0,0.0,0.0,0.0,0.0
10767,0.0,0.0,0.0,0.0,0.0
10768,0.0,0.0,0.0,0.0,0.0
10769,0.0,0.0,0.0,0.0,0.0
10770,0.0,0.0,0.0,0.0,0.0
10771,0.0,0.0,0.0,0.0,0.0
10772,0.0,0.0,0.0,0.0,0.0
10773,0.0,0.0,0.0,0.0,0.0
10774,0.0,0.0,0.0,0.0,0.0
10775,0.0,0.0,0.0,0.0,0.0
10776,0.0,0.0,0.0,0.0,0.0
10777,0.0,0.0,0.0,0.0,0.0
10778,0.0,0.0,0.0,0.0,0.0
10779,0.0,0.0,0.0,0.0,0.0
10780,0.0,0.0,0.0,0.0,0.0
10781,0.0,0.0,0.0,0.0,0.0
10782,0.0,0.0,0.0,0.0,1.0
10783,0.0,1.0,0.0,0.0,0.0
10784,2.0,2.0,0.0,2.0,1.0
10785,3.0,4.0,0.0,2.0,1.0
10786,5.0,5.0,1.0,3.0,3.0
10787,10.0,7.0,3.0,3.0,3.0
10788,15.0,11.0,7.0,8.0,9.0
10789,19.0,15.0,13.0,9.0,11.0
10790,18.0,16.0,16.0,16.0,6.0
10791,27.0,22.0,23.0,19.0,8.0
10792,31.0,27.0,27.0,24.0,13.0
10793,28.0,35.0,29.0,28.0,21.0
10794,33.0,43.0,35.0,26.0,20.0
10795,30.0,37.0,27.0,25.0,16.0
10796,39.0,36.0,25.0,23.0,16.0
10797,48.0,38.0,33.0,26.0,20.0
10798,60.0,34.0,39.0,25.0,32.0
10799,59.0,31.0,39.0,23.0,27.0
10800,51.0,32.0,40.0,26.0,25.0
10801,46.0,36.0,46.0,25.0,26.0
10802,44.0,39.0,41.0,32.0,28.0
10803,42.0,38.0,44.0,34.0,32.0
10804,48.0,36.0,46.0,25.0,26.0
10805,50.0,31.0,41.0,20.0,28.0
10806,43.0,32.0,40.0,26.0,31.0
10807,45.0,34.0,34.0,31.0,34.0
10808,48.0,30.0,25.0,29.0,29.0
10809,45.0,30.0,28.0,30.0,26.0
10810,47.0,35.0,32.0,26.0,21.0
10811,48.0,38.0,36.0,19.0,17.0
10812,38.0,36.0,30.0,23.0,18.0
10813,40.0,42.0,28.0,29.0,25.0
10814,44.0,44.0,25.0,26.0,27.0
10815,38.0,38.0,34.0,29.0,21.0
10816,39.0,39.0,31.0,31.0,24.0
10817,43.0,42.0,31.0,32.0,28.0
10818,41.0,41.0,21.0,28.0,28.0
10819,38.0,47.0,27.0,28.0,34.0
10820,32.0,44.0,33.0,23.0,29.0
10821,31.0,43.0,36.0,25.0,28.0
10822,37.0,43.0,37.0,24.0,29.0
10823,33.0,28.0,39.0,22.0,20.0
10824,22.0,9.0,21.0,17.0,11.0
10825,18.0,0.0,0.0,2.0,0.0
10826,16.0,0.0,0.0,0.0,0.0
10827,18.0,0.0,2.0,0.0,0.0
10828,16.0,0.0,0.0,0.0,0.0
10829,19.0,0.0,0.0,0.0,0.0
10830,18.0,0.0,0.0,0.0,0.0
10831,20.0,0.0,0.0,0.0,0.0
10832,17.0,0.0,0.0,0.0,0.0
10833,13.0,0.0,0.0,0.0,0.0
10834,11.0,0.0,0.0,0.0,0.0
10835,8.0,0.0,0.0,0.0,0.0
10836,6.0,0.0,0.0,0.0,0.0
10837,6.0,0.0,0.0,0.0,0.0
10838,5.0,0.0,0.0,0.0,0.0
10839,4.0,0.0,0.0,0.0,0.0
10840,4.0,0.0,0.0,0.0,0.0
10841,3.0,0.0,0.0,0.0,0.0
10842,2.0,0.0,0.0,0.0,0.0
10843,1.0,0.0,0.0,0.0,0.0
10844,1.0,0.0,0.0,0.0,0.0
10845,1.0,0.0,0.0,0.0,0.0
10846,1.0,0.0,0.0,0.0,0.0
10847,0.0,0.0,0.0,0.0,0.0
10848,0.0,0.0,0.0,0.0,0.0
10849,0.0,0.0,0.0,0.0,0.0
10850,0.0,0.0,0.0,0.0,0.0
10851,0.0,0.0,0.0,0.0,0.0
10852,0.0,0.0,0.0,0.0,0.0
10853,0.0,0.0,0.0,0.0,0.0
10854,0.0,0.0,0.0,0.0,0.0
10855,0.0,0.0,0.0,0.0,0.0
10856,0.0,0.0,0.0,0.0,0.0
10857,0.0,0.0,0.0,0.0,0.0
10858,0.0,0.0,0.0,0.0,0.0
10859,0.0,0.0,0.0,0.0,0.0
10860,0.0,0.0,0.0,0.0,0.0
10861,0.0,0.0,0.0,0.0,0.0
10862,0.0,0.0,0.0,0.0,0.0
10863,0.0,0.0,0.0,0.0,0.0
10864,0.0,0.0,0.0,0.0,0.0
10865,0.0,0.0,0.0,0.0,0.0
10866,0.0,0.0,0.0,0.0,0.0
10867,0.0,0.0,0.0,0.0,0.0
10868,0.0,0.0,0.0,0.0,0.0
10869,0.0,0.0,0.0,0.0,0.0
10870,0.0,0.0,0.0,0.0,0.0
10871,0.0,0.0,0.0,0.0,0.0
10872,0.0,0.0,0.0,0.0,0.0
10873,0.0,0.0,0.0,0.0,0.0
10874,0.0,0.0,0.0,0.0,0.0
10875,0.0,0.0,0.0,0.0,0.0
10876,0.0,0.0,0.0,0.0,0.0
10877,0.0,0.0,0.0,0.0,0.0
10878,0.0,0.0,0.0,0.0,0.0
10879,0.0,0.0,0.0,1.0,0.0
10880,1.0,1.0,0.0,1.0,2.0
10881,5.0,3.0,0.0,1.0,2.0
10882,8.0,6.0,0.0,1.0,2.0
10883,13.0,11.0,2.0,4.0,3.0
10884,21.0,14.0,6.0,6.0,3.0
10885,24.0,22.0,11.0,6.0,3.0
10886,25.0,21.0,12.0,6.0,4.0
10887,33.0,25.0,16.0,4.0,6.0
10888,36.0,27.0,18.0,13.0,10.0
10889,39.0,28.0,20.0,16.0,11.0
10890,48.0,28.0,24.0,20.0,12.0
10891,50.0,23.0,24.0,18.0,16.0
10892,48.0,29.0,23.0,24.0,13.0
10893,56.0,36.0,25.0,26.0,17.0
10894,55.0,34.0,26.0,28.0,18.0
10895,57.0,29.0,34.0,27.0,23.0
10896,55.0,39.0,41.0,30.0,23.0
10897,51.0,34.0,45.0,31.0,29.0
10898,52.0,29.0,40.0,26.0,33.0
10899,52.0,35.0,43.0,29.0,36.0
10900,51.0,37.0,45.0,38.0,37.0
10901,52.0,38.0,41.0,39.0,30.0
10902,54.0,34.0,36.0,30.0,29.0
10903,59.0,38.0,36.0,27.0,32.0
10904,55.0,42.0,33.0,29.0,23.0
10905,58.0,32.0,34.0,26.0,25.0
10906,53.0,32.0,42.0,30.0,23.0
10907,55.0,33.0,37.0,31.0,23.0
10908,55.0,33.0,34.0,30.0,24.0
10909,57.0,39.0,33.0,34.0,26.0
10910,54.0,40.0,33.0,31.0,31.0
10911,54.0,34.0,24.0,32.0,29.0
10912,61.0,34.0,32.0,33.0,31.0
10913,52.0,41.0,38.0,34.0,27.0
10914,50.0,38.0,37.0,29.0,27.0
10915,49.0,35.0,31.0,32.0,30.0
10916,45.0,31.0,30.0,26.0,26.0
10917,42.0,42.0,37.0,28.0,24.0
10918,39.0,40.0,34.0,34.0,27.0
10919,37.0,30.0,30.0,28.0,17.0
10920,38.0,11.0,14.0,8.0,13.0
10921,36.0,0.0,0.0,0.0,0.0
10922,35.0,0.0,0.0,0.0,0.0
10923,33.0,0.0,0.0,0.0,0.0
10924,34.0,0.0,0.0,0.0,0.0
10925,37.0,0.0,0.0,0.0,0.0
10926,32.0,0.0,0.0,0.0,0.0
10927,30.0,0.0,2.0,0.0,0.0
10928,31.0,0.0,0.0,0.0,0.0
10929,27.0,0.0,0.0,0.0,0.0
10930,24.0,0.0,0.0,0.0,0.0
10931,17.0,1.0,0.0,0.0,0.0
10932,13.0,0.0,0.0,0.0,0.0
10933,13.0,0.0,0.0,0.0,0.0
10934,13.0,0.0,0.0,0.0,0.0
10935,9.0,0.0,0.0,0.0,0.0
10936,5.0,0.0,0.0,0.0,0.0
10937,4.0,0.0,0.0,0.0,0.0
10938,3.0,0.0,0.0,0.0,0.0
10939,2.0,0.0,0.0,0.0,0.0
10940,0.0,0.0,0.0,0.0,0.0
10941,0.0,0.0,0.0,0.0,0.0
10942,0.0,0.0,0.0,0.0,0.0
10943,0.0,0.0,0.0,0.0,0.0
10944,0.0,0.0,0.0,0.0,0.0
10945,0.0,0.0,0.0,0.0,0.0
10946,0.0,0.0,0.0,0.0,0.0
10947,0.0,0.0,0.0,0.0,0.0
10948,0.0,0.0,0.0,0.0,0.0
10949,0.0,0.0,0.0,0.0,0.0
10950,0.0,0.0,0.0,0.0,0.0
10951,0.0,0.0,0.0,0.0,0.0
10952,0.0,0.0,0.0,0.0,0.0
10953,0.0,0.0,0.0,0.0,0.0
10954,0.0,0.0,0.0,0.0,0.0
10955,0.0,0.0,0.0,0.0,0.0
10956,0.0,0.0,0.0,0.0,0.0
10957,0.0,0.0,0.0,0.0,0.0
10958,0.0,0.0,0.0,0.0,0.0
10959,0.0,0.0,0.0,0.0,0.0
10960,0.0,0.0,0.0,0.0,0.0
10961,0.0,0.0,0.0,0.0,0.0
10962,0.0,0.0,0.0,0.0,0.0
10963,0.0,0.0,0.0,0.0,0.0
10964,0.0,0.0,0.0,0.0,0.0
10965,0.0,0.0,0.0,0.0,0.0
10966,0.0,0.0,0.0,0.0,0.0
10967,0.0,0.0,0.0,0.0,0.0
10968,0.0,0.0,0.0,0.0,0.0
10969,0.0,0.0,0.0,0.0,0.0
10970,0.0,0.0,0.0,0.0,0.0
10971,0.0,0.0,0.0,0.0,0.0
10972,0.0,0.0,0.0,0.0,0.0
10973,0.0,0.0,0.0,0.0,0.0
10974,0.0,0.0,0.0,0.0,0.0
10975,0.0,0.0,0.0,0.0,0.0
10976,1.0,0.0,0.0,0.0,0.0
10977,1.0,0.0,0.0,0.0,1.0
10978,6.0,1.0,0.0,1.0,2.0
10979,13.0,4.0,2.0,0.0,4.0
10980,18.0,10.0,7.0,7.0,3.0
10981,20.0,20.0,8.0,11.0,7.0
10982,22.0,22.0,9.0,12.0,8.0
10983,30.0,24.0,12.0,18.0,7.0
10984,33.0,34.0,17.0,15.0,9.0
10985,35.0,30.0,16.0,13.0,14.0
10986,37.0,25.0,14.0,15.0,13.0
10987,43.0,25.0,20.0,15.0,9.0
10988,44.0,36.0,20.0,18.0,14.0
10989,60.0,34.0,32.0,19.0,13.0
10990,64.0,33.0,37.0,27.0,15.0
10991,64.0,28.0,28.0,27.0,21.0
10992,67.0,30.0,28.0,33.0,22.0
10993,58.0,37.0,41.0,27.0,22.0
10994,60.0,42.0,43.0,23.0,24.0
10995,58.0,42.0,35.0,22.0,25.0
10996,53.0,37.0,31.0,24.0,25.0
10997,49.0,43.0,34.0,24.0,25.0
10998,47.0,42.0,41.0,21.0,25.0
10999,51.0,45.0,36.0,20.0,27.0
11000,51.0,43.0,34.0,20.0,27.0
11001,47.0,41.0,38.0,26.0,32.0
11002,49.0,39.0,35.0,27.0,38.0
11003,43.0,40.0,37.0,27.0,37.0
11004,41.0,44.0,27.0,27.0,37.0
11005,41.0,41.0,34.0,30.0,32.0
11006,42.0,38.0,29.0,35.0,31.0
11007,49.0,40.0,30.0,26.0,27.0
11008,44.0,50.0,28.0,23.0,17.0
11009,40.0,52.0,28.0,23.0,22.0
11010,38.0,37.0,27.0,23.0,20.0
11011,42.0,36.0,23.0,25.0,21.0
11012,41.0,36.0,28.0,26.0,21.0
11013,49.0,33.0,24.0,32.0,26.0
11014,47.0,34.0,30.0,35.0,29.0
11015,48.0,26.0,28.0,30.0,29.0
11016,47.0,14.0,15.0,20.0,18.0
11017,41.0,0.0,0.0,0.0,0.0
11018,37.0,0.0,0.0,0.0,0.0
11019,40.0,0.0,0.0,0.0,0.0
11020,38.0,0.0,0.0,0.0,0.0
11021,45.0,0.0,0.0,0.0,0.0
11022,42.0,0.0,0.0,0.0,0.0
11023,34.0,0.0,0.0,0.0,1.0
11024,32.0,0.0,0.0,0.0,0.0
11025,29.0,0.0,0.0,0.0,0.0
11026,21.0,0.0,0.0,0.0,0.0
11027,20.0,0.0,0.0,0.0,0.0
11028,15.0,0.0,0.0,0.0,0.0
11029,12.0,0.0,0.0,0.0,0.0
11030,12.0,0.0,0.0,0.0,0.0
11031,10.0,0.0,0.0,0.0,0.0
11032,7.0,0.0,0.0,0.0,0.0
11033,6.0,0.0,0.0,0.0,0.0
11034,5.0,0.0,0.0,0.0,0.0
11035,4.0,0.0,0.0,0.0,0.0
11036,3.0,0.0,0.0,0.0,0.0
11037,3.0,0.0,0.0,0.0,0.0
11038,2.0,0.0,0.0,0.0,0.0
11039,1.0,0.0,0.0,0.0,0.0
11040,0.0,0.0,0.0,0.0,0.0
11041,0.0,0.0,0.0,0.0,0.0
11042,0.0,0.0,0.0,0.0,0.0
11043,0.0,0.0,0.0,0.0,0.0
11044,0.0,0.0,0.0,0.0,0.0
11045,0.0,0.0,0.0,0.0,0.0
11046,0.0,0.0,0.0,0.0,0.0
11047,0.0,0.0,0.0,0.0,0.0
11048,0.0,0.0,0.0,0.0,0.0
11049,0.0,0.0,0.0,0.0,0.0
11050,0.0,0.0,0.0,0.0,0.0
11051,0.0,0.0,0.0,0.0,0.0
11052,0.0,0.0,0.0,0.0,0.0
11053,0.0,0.0,0.0,0.0,0.0
11054,0.0,0.0,0.0,0.0,0.0
11055,0.0,0.0,0.0,0.0,0.0
11056,0.0,0.0,0.0,0.0,0.0
11057,0.0,0.0,0.0,0.0,0.0
11058,0.0,0.0,0.0,0.0,0.0
11059,0.0,0.0,0.0,0.0,0.0
11060,0.0,0.0,0.0,0.0,0.0
11061,0.0,0.0,0.0,0.0,0.0
11062,0.0,0.0,0.0,0.0,0.0
11063,0.0,0.0,0.0,0.0,0.0
11064,0.0,0.0,0.0,0.0,0.0
11065,0.0,0.0,0.0,0.0,0.0
11066,0.0,0.0,0.0,0.0,0.0
11067,0.0,0.0,0.0,0.0,0.0
11068,0.0,0.0,0.0,0.0,0.0
11069,0.0,0.0,0.0,0.0,0.0
11070,0.0,0.0,0.0,0.0,0.0
11071,0.0,0.0,0.0,0.0,0.0
11072,0.0,1.0,0.0,0.0,1.0
11073,0.0,1.0,0.0,0.0,0.0
11074,0.0,4.0,1.0,0.0,0.0
11075,4.0,5.0,2.0,3.0,1.0
11076,12.0,13.0,8.0,6.0,7.0
11077,19.0,21.0,7.0,8.0,9.0
11078,23.0,16.0,9.0,8.0,10.0
11079,28.0,23.0,12.0,5.0,11.0
11080,34.0,20.0,18.0,15.0,11.0
11081,37.0,23.0,14.0,17.0,13.0
11082,45.0,29.0,13.0,21.0,12.0
11083,42.0,26.0,24.0,21.0,12.0
11084,50.0,29.0,28.0,21.0,17.0
11085,49.0,29.0,30.0,24.0,19.0
11086,52.0,39.0,30.0,24.0,25.0
11087,58.0,38.0,30.0,22.0,28.0
11088,57.0,34.0,30.0,21.0,14.0
11089,54.0,28.0,32.0,23.0,27.0
11090,58.0,27.0,36.0,29.0,30.0
11091,58.0,31.0,43.0,30.0,35.0
11092,56.0,28.0,41.0,27.0,33.0
11093,57.0,40.0,40.0,29.0,32.0
11094,56.0,40.0,38.0,27.0,33.0
11095,53.0,32.0,34.0,28.0,28.0
11096,53.0,33.0,38.0,28.0,29.0
11097,44.0,35.0,38.0,30.0,26.0
11098,39.0,33.0,35.0,24.0,31.0
11099,40.0,28.0,40.0,23.0,24.0
11100,44.0,25.0,36.0,23.0,25.0
11101,46.0,29.0,37.0,20.0,33.0
11102,48.0,26.0,31.0,18.0,32.0
11103,51.0,37.0,24.0,20.0,30.0
11104,50.0,31.0,28.0,15.0,28.0
11105,49.0,25.0,38.0,20.0,27.0
11106,42.0,30.0,43.0,20.0,27.0
11107,42.0,30.0,39.0,20.0,37.0
11108,39.0,34.0,35.0,20.0,35.0
11109,32.0,30.0,31.0,22.0,33.0
11110,31.0,29.0,28.0,23.0,29.0
11111,34.0,24.0,25.0,26.0,20.0
11112,39.0,11.0,20.0,19.0,12.0
11113,36.0,2.0,0.0,0.0,0.0
11114,36.0,0.0,0.0,0.0,0.0
11115,35.0,1.0,0.0,0.0,0.0
11116,37.0,0.0,0.0,0.0,0.0
11117,38.0,0.0,0.0,0.0,0.0
11118,43.0,0.0,0.0,0.0,0.0
11119,40.0,0.0,0.0,0.0,0.0
11120,44.0,0.0,0.0,0.0,0.0
11121,36.0,0.0,0.0,0.0,0.0
11122,34.0,0.0,0.0,0.0,0.0
11123,29.0,0.0,0.0,0.0,0.0
11124,24.0,0.0,0.0,0.0,0.0
11125,24.0,0.0,0.0,0.0,0.0
11126,19.0,0.0,0.0,0.0,0.0
11127,15.0,0.0,0.0,0.0,0.0
11128,10.0,0.0,0.0,0.0,0.0
11129,9.0,0.0,0.0,0.0,0.0
11130,7.0,0.0,0.0,0.0,0.0
11131,5.0,0.0,0.0,0.0,0.0
11132,3.0,0.0,0.0,0.0,0.0
11133,2.0,0.0,0.0,0.0,0.0
11134,1.0,0.0,0.0,0.0,0.0
11135,0.0,0.0,0.0,0.0,0.0
11136,0.0,0.0,0.0,0.0,0.0
11137,0.0,0.0,0.0,0.0,0.0
11138,0.0,0.0,0.0,0.0,0.0
11139,0.0,0.0,0.0,0.0,0.0
11140,0.0,0.0,0.0,0.0,0.0
11141,0.0,0.0,0.0,0.0,0.0
11142,0.0,0.0,0.0,0.0,0.0
11143,0.0,0.0,0.0,0.0,0.0
11144,0.0,0.0,0.0,0.0,0.0
11145,0.0,0.0,0.0,0.0,0.0
11146,0.0,0.0,0.0,0.0,0.0
11147,0.0,0.0,0.0,0.0,0.0
11148,0.0,0.0,0.0,0.0,0.0
11149,0.0,0.0,0.0,0.0,0.0
11150,0.0,0.0,0.0,0.0,0.0
11151,0.0,0.0,0.0,0.0,0.0
11152,0.0,0.0,0.0,0.0,0.0
11153,0.0,0.0,0.0,0.0,0.0
11154,0.0,0.0,0.0,0.0,0.0
11155,0.0,0.0,0.0,0.0,0.0
11156,0.0,0.0,0.0,0.0,0.0
11157,0.0,0.0,0.0,0.0,0.0
11158,0.0,0.0,0.0,0.0,0.0
11159,0.0,0.0,0.0,0.0,0.0
11160,0.0,0.0,0.0,0.0,0.0
11161,0.0,0.0,0.0,0.0,0.0
11162,0.0,0.0,0.0,0.0,0.0
11163,0.0,0.0,0.0,0.0,0.0
11164,0.0,0.0,0.0,0.0,0.0
11165,0.0,0.0,0.0,0.0,0.0
11166,0.0,1.0,0.0,0.0,2.0
11167,0.0,0.0,0.0,0.0,0.0
11168,2.0,3.0,1.0,0.0,0.0
11169,2.0,4.0,2.0,0.0,0.0
11170,3.0,6.0,2.0,1.0,1.0
11171,7.0,6.0,4.0,4.0,4.0
11172,20.0,13.0,10.0,8.0,10.0
11173,20.0,20.0,15.0,15.0,10.0
11174,19.0,22.0,17.0,14.0,12.0
11175,21.0,29.0,17.0,17.0,9.0
11176,25.0,35.0,16.0,22.0,10.0
11177,26.0,30.0,19.0,31.0,12.0
11178,30.0,22.0,24.0,36.0,14.0
11179,36.0,23.0,27.0,32.0,18.0
11180,41.0,36.0,33.0,31.0,21.0
11181,45.0,37.0,35.0,27.0,24.0
11182,46.0,37.0,40.0,27.0,24.0
11183,47.0,38.0,37.0,25.0,25.0
11184,48.0,34.0,39.0,28.0,34.0
11185,50.0,31.0,47.0,39.0,31.0
11186,51.0,42.0,45.0,38.0,24.0
11187,53.0,39.0,41.0,37.0,23.0
11188,56.0,34.0,33.0,30.0,20.0
11189,57.0,35.0,41.0,30.0,23.0
11190,50.0,39.0,41.0,26.0,30.0
11191,56.0,35.0,45.0,32.0,24.0
11192,56.0,34.0,47.0,33.0,27.0
11193,51.0,30.0,44.0,26.0,23.0
11194,47.0,28.0,41.0,26.0,25.0
11195,48.0,35.0,48.0,29.0,28.0
11196,47.0,39.0,37.0,23.0,34.0
11197,39.0,40.0,36.0,25.0,35.0
11198,40.0,36.0,34.0,24.0,34.0
11199,43.0,32.0,36.0,26.0,31.0
11200,50.0,29.0,38.0,26.0,38.0
11201,52.0,32.0,33.0,27.0,35.0
11202,45.0,31.0,34.0,23.0,34.0
11203,51.0,31.0,43.0,26.0,32.0
11204,53.0,26.0,45.0,30.0,28.0
11205,48.0,33.0,44.0,28.0,26.0
11206,43.0,32.0,39.0,27.0,25.0
11207,43.0,25.0,36.0,24.0,23.0
11208,35.0,14.0,21.0,17.0,16.0
11209,28.0,0.0,1.0,0.0,0.0
11210,32.0,0.0,0.0,0.0,0.0
11211,30.0,0.0,0.0,0.0,0.0
11212,29.0,0.0,0.0,0.0,0.0
11213,25.0,0.0,0.0,0.0,0.0
11214,28.0,0.0,0.0,0.0,0.0
11215,27.0,0.0,0.0,0.0,0.0
11216,23.0,0.0,0.0,0.0,2.0
11217,21.0,0.0,0.0,0.0,0.0
11218,16.0,0.0,0.0,0.0,0.0
11219,14.0,0.0,0.0,0.0,0.0
11220,11.0,0.0,0.0,0.0,0.0
11221,11.0,0.0,0.0,0.0,0.0
11222,9.0,0.0,0.0,0.0,0.0
11223,8.0,0.0,0.0,0.0,0.0
11224,8.0,0.0,0.0,0.0,0.0
11225,4.0,0.0,0.0,0.0,0.0
11226,3.0,0.0,0.0,0.0,0.0
11227,2.0,0.0,0.0,0.0,0.0
11228,1.0,0.0,0.0,0.0,0.0
11229,0.0,0.0,0.0,0.0,0.0
11230,0.0,0.0,0.0,0.0,0.0
11231,0.0,0.0,0.0,0.0,0.0
11232,0.0,0.0,0.0,0.0,0.0
11233,0.0,0.0,0.0,0.0,0.0
11234,0.0,0.0,0.0,0.0,0.0
11235,0.0,0.0,0.0,0.0,0.0
11236,0.0,0.0,0.0,0.0,0.0
11237,0.0,0.0,0.0,0.0,0.0
11238,0.0,0.0,0.0,0.0,0.0
11239,0.0,0.0,0.0,0.0,0.0
11240,0.0,0.0,0.0,0.0,0.0
11241,0.0,0.0,0.0,0.0,0.0
11242,0.0,0.0,0.0,0.0,0.0
11243,0.0,0.0,0.0,0.0,0.0
11244,0.0,0.0,0.0,0.0,0.0
11245,0.0,0.0,0.0,0.0,0.0
11246,0.0,0.0,0.0,0.0,0.0
11247,0.0,0.0,0.0,0.0,0.0
11248,0.0,0.0,0.0,0.0,0.0
11249,0.0,0.0,0.0,0.0,0.0
11250,0.0,0.0,0.0,0.0,0.0
11251,0.0,0.0,0.0,0.0,0.0
11252,0.0,0.0,0.0,0.0,0.0
11253,0.0,0.0,0.0,0.0,0.0
11254,0.0,0.0,0.0,0.0,0.0
11255,0.0,0.0,0.0,0.0,0.0
11256,0.0,0.0,0.0,0.0,0.0
11257,0.0,0.0,0.0,0.0,0.0
11258,0.0,0.0,0.0,0.0,0.0
11259,0.0,0.0,0.0,0.0,0.0
11260,0.0,0.0,0.0,0.0,0.0
11261,0.0,0.0,0.0,0.0,0.0
11262,0.0,0.0,0.0,0.0,0.0
11263,0.0,0.0,0.0,0.0,0.0
11264,0.0,0.0,0.0,1.0,2.0
11265,2.0,1.0,0.0,2.0,2.0
11266,6.0,1.0,1.0,2.0,3.0
11267,6.0,4.0,2.0,3.0,4.0
11268,10.0,9.0,9.0,12.0,8.0
11269,11.0,27.0,14.0,13.0,13.0
11270,11.0,31.0,16.0,11.0,12.0
11271,19.0,30.0,19.0,19.0,11.0
11272,19.0,30.0,26.0,26.0,12.0
11273,20.0,32.0,24.0,30.0,20.0
11274,19.0,37.0,29.0,28.0,20.0
11275,25.0,42.0,29.0,27.0,23.0
11276,26.0,44.0,35.0,30.0,23.0
11277,29.0,40.0,41.0,29.0,25.0
