,name
104,FULTON ST 100
117,GROVE ST 0
118,GROVE ST 100
127,HAYES ST 0
156,LARKIN ST 0
157,LARKIN ST 100
158,LARKIN ST 200
177,MCALLISTER ST 200
178,MCALLISTER ST 300
214,POLK ST 100
215,POLK ST 300
