,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.0,0.9035249354750454,0.8456203678659345,0.8256421320144935,0.8667399336714482,0.8978516608164631,0.8779662693753524,0.8633501580730106,0.8723371746672574,0.8935871108431417,0.8785005322775061,0.5399913742148371,0.9103674048932346,0.8823431684280478,0.8774264626336808
1,0.9035249354750454,1.0,0.8469008751631909,0.8322920440962096,0.8434095977752415,0.8881957998279553,0.8776512579521663,0.8646038060633904,0.8628410084259555,0.8840435950789097,0.8643062255448031,0.5514129897291715,0.8662937160959622,0.867885009015691,0.8587074281134696
2,0.8456203678659345,0.8469008751631909,1.0,0.8716584271333666,0.838718361294549,0.890555237761531,0.8625592427090343,0.8873534023480556,0.8969532853072743,0.8817336514909081,0.8652097068301345,0.5704243126090204,0.8232288855881391,0.8234047326595939,0.8795610513192293
3,0.8256421320144935,0.8322920440962096,0.8716584271333666,1.0,0.8417642378510577,0.8766668034355698,0.8571580121371012,0.9320905952157913,0.8669191228883111,0.8683400583187038,0.8549383550444978,0.583002273604633,0.8152413328835324,0.7937149715165331,0.8508630405910467
4,0.8667399336714482,0.8434095977752415,0.838718361294549,0.8417642378510577,1.0,0.9185395011045618,0.8918947549838445,0.8827736799229604,0.8546868625069656,0.8857222199167192,0.8492114886642215,0.5405222258208403,0.8593631463383292,0.8182454905739122,0.8646151186714258
5,0.8978516608164631,0.8881957998279553,0.890555237761531,0.8766668034355698,0.9185395011045618,1.0,0.9243923321667182,0.9199057174796412,0.9120343046918321,0.9299098880064405,0.9046881238509468,0.554143536301082,0.8912779227412949,0.8716845576181464,0.9142777764160613
6,0.8779662693753524,0.8776512579521663,0.8625592427090343,0.8571580121371012,0.8918947549838445,0.9243923321667182,1.0,0.8981170509880174,0.8602275503312241,0.9037353208408492,0.8822918106430777,0.5446376114791384,0.8706934726761991,0.8362499094470807,0.8791413196944838
7,0.8633501580730106,0.8646038060633904,0.8873534023480556,0.9320905952157913,0.8827736799229604,0.9199057174796412,0.8981170509880174,1.0,0.8891957980812037,0.8977227327587504,0.8856450261964689,0.5604228204551456,0.8508646795616099,0.81539288429579,0.8771823691340894
8,0.8723371746672574,0.8628410084259555,0.8969532853072743,0.8669191228883111,0.8546868625069656,0.9120343046918321,0.8602275503312241,0.8891957980812037,1.0,0.9098969667166364,0.8800479373625174,0.5703523979478897,0.8430824290602233,0.848072499148971,0.8875567191910917
9,0.8935871108431417,0.8840435950789097,0.8817336514909081,0.8683400583187038,0.8857222199167192,0.9299098880064405,0.9037353208408492,0.8977227327587504,0.9098969667166364,1.0,0.901940238941133,0.5812348641901733,0.8723338557081417,0.8733753771203877,0.8886643280840557
10,0.8785005322775061,0.8643062255448031,0.8652097068301345,0.8549383550444978,0.8492114886642215,0.9046881238509468,0.8822918106430777,0.8856450261964689,0.8800479373625174,0.901940238941133,1.0,0.557686387456699,0.8612101517474592,0.8388288040292063,0.891609158995784
11,0.5399913742148371,0.5514129897291715,0.5704243126090204,0.583002273604633,0.5405222258208403,0.554143536301082,0.5446376114791384,0.5604228204551456,0.5703523979478897,0.5812348641901733,0.557686387456699,1.0,0.5227358039403668,0.5566245452711324,0.5732827294660181
12,0.9103674048932346,0.8662937160959622,0.8232288855881391,0.8152413328835324,0.8593631463383292,0.8912779227412949,0.8706934726761991,0.8508646795616099,0.8430824290602233,0.8723338557081417,0.8612101517474592,0.5227358039403668,1.0,0.8534076019970236,0.8642650068210836
13,0.8823431684280478,0.867885009015691,0.8234047326595939,0.7937149715165331,0.8182454905739122,0.8716845576181464,0.8362499094470807,0.81539288429579,0.848072499148971,0.8733753771203877,0.8388288040292063,0.5566245452711324,0.8534076019970236,1.0,0.8409513698323067
14,0.8774264626336808,0.8587074281134696,0.8795610513192293,0.8508630405910467,0.8646151186714258,0.9142777764160613,0.8791413196944838,0.8771823691340894,0.8875567191910917,0.8886643280840557,0.891609158995784,0.5732827294660181,0.8642650068210836,0.8409513698323067,1.0
