,0,1,2,3,4,5,6,7,8,9
0,1.0,0.7980153976196822,0.8247390616924641,0.8331879673456055,0.8487810066313234,0.8408102334781496,0.8809575364336375,0.8732740118965757,0.8495207930558067,0.7506476508898577
1,0.7980153976196822,1.0,0.6796993882822377,0.6813173670623369,0.6828531032946611,0.6475813906044201,0.6981816907223112,0.6883070733215618,0.6785135575352849,0.5700380235293102
2,0.8247390616924641,0.6796993882822377,1.0,0.8692957512986837,0.8262162935724204,0.8403700440817201,0.8707172422075499,0.8778665376601784,0.8572537936204728,0.7793862312005718
3,0.8331879673456055,0.6813173670623369,0.8692957512986837,1.0,0.8446849406419602,0.8555326201913475,0.8858341990145205,0.891622142407524,0.8681009652686471,0.7965042548900457
4,0.8487810066313234,0.6828531032946611,0.8262162935724204,0.8446849406419602,1.0,0.8671706372817827,0.8827672645741228,0.8731115558044847,0.853976170009507,0.7646441286085742
5,0.8408102334781496,0.6475813906044201,0.8403700440817201,0.8555326201913475,0.8671706372817827,1.0,0.9194883799316773,0.8927034359616343,0.8807098244519256,0.7980047181063145
6,0.8809575364336375,0.6981816907223112,0.8707172422075499,0.8858341990145205,0.8827672645741228,0.9194883799316773,1.0,0.9312772388011759,0.91397549098764,0.8111809705753908
7,0.8732740118965757,0.6883070733215618,0.8778665376601784,0.891622142407524,0.8731115558044847,0.8927034359616343,0.9312772388011759,1.0,0.9161959196112736,0.841611501988785
8,0.8495207930558067,0.6785135575352849,0.8572537936204728,0.8681009652686471,0.853976170009507,0.8807098244519256,0.91397549098764,0.9161959196112736,1.0,0.8059174064643363
9,0.7506476508898577,0.5700380235293102,0.7793862312005718,0.7965042548900457,0.7646441286085742,0.7980047181063145,0.8111809705753908,0.841611501988785,0.8059174064643363,1.0
