,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1.0,0.714642323046431,0.7383679088044375,0.6705512001136172,0.7561731316623644,0.7179791414155048,0.7541139287788249,0.6131264039113478,0.6412097208901587,0.7153800283561967,0.7049712690168393,0.72871399170074,0.7313746125485928,0.6831834635310152,0.7163670274694525,0.6919175477574974,0.6363829386097034,0.708520947398706
1,0.714642323046431,1.0,0.8451340909572135,0.7360699781029403,0.8443355227128707,0.8213043652109016,0.8468568495548515,0.6555892523461812,0.698835544179111,0.8009139977447298,0.7767660077128942,0.8401712818043853,0.8334350889886852,0.7471099523981162,0.8263984334629041,0.7790067928910581,0.7139704155256751,0.8099470913166356
2,0.7383679088044375,0.8451340909572135,1.0,0.7751973198854712,0.8700667972084425,0.8552307598684766,0.8753579607763123,0.6824851142056775,0.7242380810448981,0.8407018916285056,0.8084785816864776,0.8651053587735217,0.8557876564148105,0.7782387217019728,0.8466694584842541,0.8251838582261605,0.7594887709886019,0.8243855619056015
3,0.6705512001136172,0.7360699781029403,0.7751973198854712,1.0,0.7752232310488719,0.7574616399833184,0.7944124199783351,0.6094849252956177,0.640878066880952,0.7480786016123933,0.7131161178468242,0.7862527541371811,0.7693361135192216,0.6704619284673196,0.7608740466883628,0.7558357865988772,0.6281636160407268,0.7260829861507286
4,0.7561731316623644,0.8443355227128707,0.8700667972084425,0.7752232310488719,1.0,0.8653750425157682,0.8624506787064141,0.7172176353444818,0.6994180473479107,0.8231123452660961,0.8238805781711521,0.8753265255854495,0.8597069347249084,0.76676077908101,0.8390417153215115,0.8221936318531747,0.7211320772276634,0.8378586324206472
5,0.7179791414155048,0.8213043652109016,0.8552307598684766,0.7574616399833184,0.8653750425157682,1.0,0.8609192767023351,0.6582461227636618,0.7306030467021425,0.8225487084689158,0.7945205285111901,0.8932872973204536,0.8528199705742223,0.7559402144715253,0.8455614889459843,0.874740334779946,0.7471087441796691,0.8151428798423336
6,0.7541139287788249,0.8468568495548515,0.8753579607763123,0.7944124199783351,0.8624506787064141,0.8609192767023351,1.0,0.677557128868407,0.7438019388411663,0.8371972502957593,0.8123615660723612,0.8749307205755705,0.8902249337858582,0.7745278218733758,0.8572744140168012,0.8351603618987807,0.7552079885858058,0.8365634066034385
7,0.6131264039113478,0.6555892523461812,0.6824851142056775,0.6094849252956177,0.7172176353444818,0.6582461227636618,0.677557128868407,1.0,0.5685716681765441,0.6535001147599031,0.6546526049212937,0.6699389975330138,0.6743253143405633,0.612550334283945,0.6476309832233375,0.6354192103221117,0.5939343922176344,0.6581230461925175
8,0.6412097208901587,0.698835544179111,0.7242380810448981,0.640878066880952,0.6994180473479107,0.7306030467021425,0.7438019388411663,0.5685716681765441,1.0,0.7235986769822751,0.6717381217249406,0.7397333178334888,0.7228110472400147,0.6727798727126986,0.7198622788547707,0.7070820721627216,0.6520013601265774,0.6985416986285745
9,0.7153800283561967,0.8009139977447298,0.8407018916285056,0.7480786016123933,0.8231123452660961,0.8225487084689158,0.8371972502957593,0.6535001147599031,0.7235986769822751,1.0,0.7753588555968581,0.8318861295826838,0.8229878055821778,0.7458649896875574,0.8160464738489414,0.7909071668558245,0.725667948690476,0.7955908331350794
10,0.7049712690168393,0.7767660077128942,0.8084785816864776,0.7131161178468242,0.8238805781711521,0.7945205285111901,0.8123615660723612,0.6546526049212937,0.6717381217249406,0.7753588555968581,1.0,0.8068886540766483,0.8012373354937484,0.7285208764163796,0.7879809020272753,0.7604397030984783,0.6860135614325273,0.7913406579651884
11,0.72871399170074,0.8401712818043853,0.8651053587735217,0.7862527541371811,0.8753265255854495,0.8932872973204536,0.8749307205755705,0.6699389975330138,0.7397333178334888,0.8318861295826838,0.8068886540766483,1.0,0.8624687322204675,0.760426144922884,0.8571070665928832,0.8550072836858764,0.7403898446484105,0.8270350125662486
12,0.7313746125485928,0.8334350889886852,0.8557876564148105,0.7693361135192216,0.8597069347249084,0.8528199705742223,0.8902249337858582,0.6743253143405633,0.7228110472400147,0.8229878055821778,0.8012373354937484,0.8624687322204675,1.0,0.7607164392289009,0.8450836277095709,0.8202108428581262,0.7316738769311315,0.8194206220022312
13,0.6831834635310152,0.7471099523981162,0.7782387217019728,0.6704619284673196,0.76676077908101,0.7559402144715253,0.7745278218733758,0.612550334283945,0.6727798727126986,0.7458649896875574,0.7285208764163796,0.760426144922884,0.7607164392289009,1.0,0.7459098850892124,0.7251063242378544,0.7025682171013217,0.7442789256973462
14,0.7163670274694525,0.8263984334629041,0.8466694584842541,0.7608740466883628,0.8390417153215115,0.8455614889459843,0.8572744140168012,0.6476309832233375,0.7198622788547707,0.8160464738489414,0.7879809020272753,0.8571070665928832,0.8450836277095709,0.7459098850892124,1.0,0.8302663216616507,0.7296219450371532,0.8145112578406208
15,0.6919175477574974,0.7790067928910581,0.8251838582261605,0.7558357865988772,0.8221936318531747,0.874740334779946,0.8351603618987807,0.6354192103221117,0.7070820721627216,0.7909071668558245,0.7604397030984783,0.8550072836858764,0.8202108428581262,0.7251063242378544,0.8302663216616507,1.0,0.7091570307445748,0.7726838137794354
16,0.6363829386097034,0.7139704155256751,0.7594887709886019,0.6281636160407268,0.7211320772276634,0.7471087441796691,0.7552079885858058,0.5939343922176344,0.6520013601265774,0.725667948690476,0.6860135614325273,0.7403898446484105,0.7316738769311315,0.7025682171013217,0.7296219450371532,0.7091570307445748,1.0,0.7131736746683746
17,0.708520947398706,0.8099470913166356,0.8243855619056015,0.7260829861507286,0.8378586324206472,0.8151428798423336,0.8365634066034385,0.6581230461925175,0.6985416986285745,0.7955908331350794,0.7913406579651884,0.8270350125662486,0.8194206220022312,0.7442789256973462,0.8145112578406208,0.7726838137794354,0.7131736746683746,1.0
