,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,0.7035288775420071,0.6863304497572663,0.8211555056912827,0.8578740421290875,0.8456270985319718,0.47936866346347823,0.22672936663555115,0.7491149788672333,0.620609400556989,0.23147100425530656,0.6783188260694296,0.7362825865550598,0.5182296382224695,0.5202704712500973,0.7470233019768326
1,0.7035288775420071,1.0,0.633114756815141,0.801152056738013,0.7726701208539648,0.7802146871204493,0.47613584500080536,0.276898708148238,0.706475251716374,0.7502317321000008,0.3669379400133787,0.8360214201518797,0.8616610546921839,0.6012916172818015,0.6384952969088453,0.6371785256529924
2,0.6863304497572663,0.633114756815141,1.0,0.7014530823922119,0.6959791559083999,0.6803076307079949,0.3973681505222139,0.2295813275358021,0.6279283180660751,0.5742573141672976,0.2525052124562132,0.6298640499493763,0.6659088815285555,0.505798790571599,0.46786920945868044,0.5986238948649849
3,0.8211555056912827,0.801152056738013,0.7014530823922119,1.0,0.8567989271808734,0.8573686900960301,0.5290630957287908,0.2848987935494251,0.731464933957883,0.7039188781369015,0.3650868271213546,0.8011914222207721,0.8272269221489355,0.5671270293276639,0.5997542670672186,0.7285813659256689
4,0.8578740421290875,0.7726701208539648,0.6959791559083999,0.8567989271808734,1.0,0.8895382022041374,0.5190642461522301,0.25995170064773465,0.8065818303001399,0.7042727872375533,0.31352956107976715,0.781522999334662,0.8185306411864851,0.5690805363188997,0.5815394028743177,0.7535141479921642
5,0.8456270985319718,0.7802146871204493,0.6803076307079949,0.8573686900960301,0.8895382022041374,1.0,0.5167454624794879,0.25860320000216774,0.7777077057897113,0.6981481917730484,0.3123764229465853,0.7942464508965276,0.8290774578361448,0.5644588523627599,0.579856162577997,0.731597834492099
6,0.47936866346347823,0.47613584500080536,0.3973681505222139,0.5290630957287908,0.5190642461522301,0.5167454624794879,1.0,0.4474192401989805,0.44156391914125676,0.4148118391927929,0.23240527456895083,0.5036880289373546,0.4957011740863486,0.3574445850323979,0.464715334651315,0.4914505690203536
7,0.22672936663555115,0.276898708148238,0.2295813275358021,0.2848987935494251,0.25995170064773465,0.25860320000216774,0.4474192401989805,1.0,0.23962345746837618,0.20191690070780474,0.1124869965643389,0.2678808209439333,0.25616466533367555,0.2138236528049083,0.2613707718191915,0.32687627286819465
8,0.7491149788672333,0.706475251716374,0.6279283180660751,0.731464933957883,0.8065818303001399,0.7777077057897113,0.44156391914125676,0.23962345746837618,1.0,0.6668152057722558,0.2785488047408588,0.7033211023309619,0.7436748647206674,0.5604824556202012,0.537865576846437,0.6484172693143738
9,0.620609400556989,0.7502317321000008,0.5742573141672976,0.7039188781369015,0.7042727872375533,0.6981481917730484,0.4148118391927929,0.20191690070780474,0.6668152057722558,1.0,0.41366513821875134,0.7916382985277061,0.8150713615170095,0.5893759369110304,0.5800649654730572,0.5100425929536537
10,0.23147100425530656,0.3669379400133787,0.2525052124562132,0.3650868271213546,0.31352956107976715,0.3123764229465853,0.23240527456895083,0.1124869965643389,0.2785488047408588,0.41366513821875134,1.0,0.4916766296226336,0.4136704055049161,0.23462920420005737,0.2917168910029755,0.22615054106971014
11,0.6783188260694296,0.8360214201518797,0.6298640499493763,0.8011914222207721,0.781522999334662,0.7942464508965276,0.5036880289373546,0.2678808209439333,0.7033211023309619,0.7916382985277061,0.4916766296226336,1.0,0.9109828648319913,0.6182617063157397,0.624682166136253,0.62021983807546
12,0.7362825865550598,0.8616610546921839,0.6659088815285555,0.8272269221489355,0.8185306411864851,0.8290774578361448,0.4957011740863486,0.25616466533367555,0.7436748647206674,0.8150713615170095,0.4136704055049161,0.9109828648319913,1.0,0.6616234225761912,0.669646964180444,0.6442848594508639
13,0.5182296382224695,0.6012916172818015,0.505798790571599,0.5671270293276639,0.5690805363188997,0.5644588523627599,0.3574445850323979,0.2138236528049083,0.5604824556202012,0.5893759369110304,0.23462920420005737,0.6182617063157397,0.6616234225761912,1.0,0.5442681218866495,0.43044487025333095
14,0.5202704712500973,0.6384952969088453,0.46786920945868044,0.5997542670672186,0.5815394028743177,0.579856162577997,0.464715334651315,0.2613707718191915,0.537865576846437,0.5800649654730572,0.2917168910029755,0.624682166136253,0.669646964180444,0.5442681218866495,1.0,0.4618965097446934
15,0.7470233019768326,0.6371785256529924,0.5986238948649849,0.7285813659256689,0.7535141479921642,0.731597834492099,0.4914505690203536,0.32687627286819465,0.6484172693143738,0.5100425929536537,0.22615054106971014,0.62021983807546,0.6442848594508639,0.43044487025333095,0.4618965097446934,1.0
