,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,1.0,0.7772134175587895,0.8648334658016277,0.8393830564894389,0.7870831307049072,0.8628115099132162,0.8666061704778883,0.8502730221815207,0.8449416816213362,0.7400080114817589,0.8451775945009493,0.8118667171127293,0.7685635033094166,0.5819823905164994,0.8622718214153136,0.6230557673657461,0.8853474818720627,0.8972778039386705,0.8857337253515305
1,0.7772134175587895,1.0,0.7152993268518432,0.818066493505876,0.6942783874646152,0.7637276067085484,0.7848631730027883,0.7455927234412717,0.7361486788444379,0.6820591111211085,0.7405828162952948,0.7027245106607825,0.6955703790678055,0.5201193598439101,0.7348074762723744,0.5352446489802994,0.7610075959471715,0.7661129457676301,0.7897554259993775
2,0.8648334658016277,0.7152993268518432,1.0,0.7895912009373501,0.7864983393651368,0.8364289643138542,0.8244222697960625,0.8229700297756558,0.8497961954845985,0.7634778481413852,0.8145793202035783,0.757313252353445,0.7423310778187172,0.5956530026588764,0.8411475927127272,0.5935905544233412,0.826401630668038,0.8535902339883695,0.8487988188035525
3,0.8393830564894389,0.818066493505876,0.7895912009373501,1.0,0.7395013533809811,0.8153976294703617,0.8638992540704414,0.8401571499097201,0.8085183222315243,0.7176911891432817,0.8133770324317275,0.7486370026109401,0.7828211690053499,0.5722954910704786,0.7853485474984544,0.5700031026243686,0.8379357332758802,0.8486906398178111,0.8767189097649348
4,0.7870831307049072,0.6942783874646152,0.7864983393651368,0.7395013533809811,1.0,0.8102705005276615,0.7731511892160292,0.7674907899238129,0.8075999836483162,0.7837594432020215,0.7723313561111205,0.7528397099902893,0.6749821428494985,0.5657435424081398,0.801261680180946,0.53525912259398,0.7601910677533226,0.8052524154605563,0.7976829907370787
5,0.8628115099132162,0.7637276067085484,0.8364289643138542,0.8153976294703617,0.8102705005276615,1.0,0.871187918860848,0.8546696437155377,0.8790275443558782,0.8193907974179958,0.8377865377917503,0.8048564745591222,0.7416125263627112,0.5830378853545729,0.853558229011115,0.6005652059550775,0.824060655277401,0.8811528036613164,0.8835116403101971
6,0.8666061704778883,0.7848631730027883,0.8244222697960625,0.8638992540704414,0.7731511892160292,0.871187918860848,1.0,0.901612378319426,0.8914985592648956,0.7869923488468978,0.8527119134606924,0.7901644907573028,0.7825890654996788,0.6014708567351038,0.8369815958915279,0.5994216876467015,0.8506945510168173,0.9071641827764267,0.9156437403276257
7,0.8502730221815207,0.7455927234412717,0.8229700297756558,0.8401571499097201,0.7674907899238129,0.8546696437155377,0.901612378319426,1.0,0.8867141656982991,0.7667655952167401,0.8451609100965507,0.7565857739267609,0.7638019434544722,0.6022378079097483,0.8241486466558067,0.6413826220076491,0.8415945327093799,0.8902543215749289,0.9100611178797178
8,0.8449416816213362,0.7361486788444379,0.8497961954845985,0.8085183222315243,0.8075999836483162,0.8790275443558782,0.8914985592648956,0.8867141656982991,1.0,0.8362625126499674,0.8544264845905442,0.7897481341483745,0.7508982048018569,0.6280643243350332,0.8637775442257242,0.5988961080671458,0.82838160277199,0.8977252923657585,0.8980151125080033
9,0.7400080114817589,0.6820591111211085,0.7634778481413852,0.7176911891432817,0.7837594432020215,0.8193907974179958,0.7869923488468978,0.7667655952167401,0.8362625126499674,1.0,0.7595198626841722,0.6976916447699653,0.6493141415206051,0.5640336352235618,0.7984904506664116,0.5828726215876471,0.7299832016025852,0.7727261825244528,0.7965557891732433
10,0.8451775945009493,0.7405828162952948,0.8145793202035783,0.8133770324317275,0.7723313561111205,0.8377865377917503,0.8527119134606924,0.8451609100965507,0.8544264845905442,0.7595198626841722,1.0,0.7897956253256638,0.7493974872409498,0.5835119732625518,0.8225966979993029,0.6260104759243936,0.8220735484345851,0.8641723939279192,0.8683494545142023
11,0.8118667171127293,0.7027245106607825,0.757313252353445,0.7486370026109401,0.7528397099902893,0.8048564745591222,0.7901644907573028,0.7565857739267609,0.7897481341483745,0.6976916447699653,0.7897956253256638,1.0,0.6890975135678924,0.5206080827863907,0.7930408419115368,0.5652574078111847,0.7698559120754961,0.8447707502582478,0.7948479367142885
12,0.7685635033094166,0.6955703790678055,0.7423310778187172,0.7828211690053499,0.6749821428494985,0.7416125263627112,0.7825890654996788,0.7638019434544722,0.7508982048018569,0.6493141415206051,0.7493974872409498,0.6890975135678924,1.0,0.5498144080823419,0.7184858585426753,0.48927990764733525,0.7573838890944238,0.7747447648904393,0.791133221882606
13,0.5819823905164994,0.5201193598439101,0.5956530026588764,0.5722954910704786,0.5657435424081398,0.5830378853545729,0.6014708567351038,0.6022378079097483,0.6280643243350332,0.5640336352235618,0.5835119732625518,0.5206080827863907,0.5498144080823419,1.0,0.6002705182960946,0.3803816122001516,0.5606818571461688,0.5997783792370303,0.6131349712509854
14,0.8622718214153136,0.7348074762723744,0.8411475927127272,0.7853485474984544,0.801261680180946,0.853558229011115,0.8369815958915279,0.8241486466558067,0.8637775442257242,0.7984904506664116,0.8225966979993029,0.7930408419115368,0.7184858585426753,0.6002705182960946,1.0,0.614380805597295,0.8302584513392897,0.8735678524225329,0.8667092475177812
15,0.6230557673657461,0.5352446489802994,0.5935905544233412,0.5700031026243686,0.53525912259398,0.6005652059550775,0.5994216876467015,0.6413826220076491,0.5988961080671458,0.5828726215876471,0.6260104759243936,0.5652574078111847,0.48927990764733525,0.3803816122001516,0.614380805597295,1.0,0.6097934465331839,0.6235688694277441,0.6523820012289752
16,0.8853474818720627,0.7610075959471715,0.826401630668038,0.8379357332758802,0.7601910677533226,0.824060655277401,0.8506945510168173,0.8415945327093799,0.82838160277199,0.7299832016025852,0.8220735484345851,0.7698559120754961,0.7573838890944238,0.5606818571461688,0.8302584513392897,0.6097934465331839,1.0,0.8699469562432836,0.8696136067162734
17,0.8972778039386705,0.7661129457676301,0.8535902339883695,0.8486906398178111,0.8052524154605563,0.8811528036613164,0.9071641827764267,0.8902543215749289,0.8977252923657585,0.7727261825244528,0.8641723939279192,0.8447707502582478,0.7747447648904393,0.5997783792370303,0.8735678524225329,0.6235688694277441,0.8699469562432836,1.0,0.9160327573289159
18,0.8857337253515305,0.7897554259993775,0.8487988188035525,0.8767189097649348,0.7976829907370787,0.8835116403101971,0.9156437403276257,0.9100611178797178,0.8980151125080033,0.7965557891732433,0.8683494545142023,0.7948479367142885,0.791133221882606,0.6131349712509854,0.8667092475177812,0.6523820012289752,0.8696136067162734,0.9160327573289159,1.0
