,0,1,2,3,4,5,6,7,8,9,10
0,1.0,0.7894073356699299,0.5233247946805535,0.6260931013335836,0.6195468928436766,0.7058640519090348,0.718035028987614,0.4054712328857019,0.7480445686637754,0.6375665499017898,0.697023125621006
1,0.7894073356699299,1.0,0.5931508625508839,0.7081764409763189,0.743845705864597,0.7593516253717393,0.7690544155633063,0.42427502121804245,0.8246802386206,0.7654954102665282,0.7948235590528062
2,0.5233247946805535,0.5931508625508839,1.0,0.4911644641721199,0.47268880342460234,0.48989677224377975,0.5143427529113785,0.3020311077397769,0.570331508118086,0.5463042448332424,0.5933400150360744
3,0.6260931013335836,0.7081764409763189,0.4911644641721199,1.0,0.6574725037704312,0.589352582623929,0.5994449828949032,0.35524719438344615,0.6492248632946248,0.6725894008605557,0.6310865706266514
4,0.6195468928436766,0.743845705864597,0.47268880342460234,0.6574725037704312,1.0,0.7157504047948827,0.6384762313144742,0.34839139951032955,0.6626752351585871,0.7072016537296676,0.6533338127669377
5,0.7058640519090348,0.7593516253717393,0.48989677224377975,0.589352582623929,0.7157504047948827,1.0,0.7179206335413604,0.3737120403605046,0.733504964835074,0.6305738975385394,0.736187553816343
6,0.718035028987614,0.7690544155633063,0.5143427529113785,0.5994449828949032,0.6384762313144742,0.7179206335413604,1.0,0.39482225107576596,0.7659143179068096,0.6624903704711826,0.7514960919949811
7,0.4054712328857019,0.42427502121804245,0.3020311077397769,0.35524719438344615,0.34839139951032955,0.3737120403605046,0.39482225107576596,1.0,0.4642372913713751,0.3671551415629615,0.4208527581537574
8,0.7480445686637754,0.8246802386206,0.570331508118086,0.6492248632946248,0.6626752351585871,0.733504964835074,0.7659143179068096,0.4642372913713751,1.0,0.7006536898914955,0.8230124432768394
9,0.6375665499017898,0.7654954102665282,0.5463042448332424,0.6725894008605557,0.7072016537296676,0.6305738975385394,0.6624903704711826,0.3671551415629615,0.7006536898914955,1.0,0.7132609882180085
10,0.697023125621006,0.7948235590528062,0.5933400150360744,0.6310865706266514,0.6533338127669377,0.736187553816343,0.7514960919949811,0.4208527581537574,0.8230124432768394,0.7132609882180085,1.0
