,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.6911959831673118,0.8206451752561892,0.6965891866876416,0.7079198666778721,0.7718360477765577,0.6674501353019713,0.732564428992888,0.6873715154097719,0.7147914713566986,0.788009611991445,0.27694321165477537,0.7349762419241322,0.7914872341808161,0.5681299764217685,0.6757926416436996,0.727686371859413,0.5386311062417428,0.5323799646099773,0.760819273906339,0.7214182676981045
1,0.6911959831673118,1.0,0.7994290480024627,0.7402805410951576,0.7421087877293312,0.6438011190921122,0.7212512556712235,0.7839127476980411,0.8034057543361145,0.7235959037221915,0.7797060254837193,0.3709872315685157,0.719069144745237,0.7640165682284947,0.5866654446486246,0.6469224216927145,0.7732508905507517,0.5704200544898835,0.5028167467133123,0.7815211860648777,0.7427242323650238
2,0.8206451752561892,0.7994290480024627,1.0,0.7761573600788833,0.7657179759868254,0.8035026623752369,0.7455120951550152,0.8343902678552877,0.7895891052018338,0.7865317365058689,0.8706378421345639,0.3859947655351293,0.8096715343518444,0.857196240119207,0.6161024333624712,0.7087274443885859,0.8060610368489648,0.6213408016416455,0.5618880583281365,0.8381775792217662,0.8017200110783886
3,0.6965891866876416,0.7402805410951576,0.7761573600788833,1.0,0.6994236315159895,0.6814103733447595,0.689012775079356,0.7216502906187784,0.7512461983845388,0.7167296811816636,0.7993198222453856,0.3701630553934161,0.7346456886609651,0.7590679064607873,0.5785580047037534,0.6119262921350926,0.7397173310533866,0.5414513412152077,0.49259402386423234,0.7770695185659482,0.7220320307908488
4,0.7079198666778721,0.7421087877293312,0.7657179759868254,0.6994236315159895,1.0,0.6606022836322907,0.6611629736692207,0.7245494307764669,0.7154473435091516,0.6971060719544356,0.7518687722485664,0.3256260434586241,0.6966515663346013,0.7777452374483418,0.5497777999397381,0.6440459890384871,0.7432733159679441,0.5344231460076106,0.5167217613928362,0.7600427919101067,0.6994699374022312
5,0.7718360477765577,0.6438011190921122,0.8035026623752369,0.6814103733447595,0.6606022836322907,1.0,0.6294528300604181,0.7066506002764794,0.6463970354748364,0.6819964391992263,0.7892048192758859,0.31572639429127375,0.7500271214605828,0.7636788884193273,0.5416802039528812,0.6418298579641641,0.6697934669810165,0.5490270447325186,0.5183972125209909,0.7512517251490584,0.7040620261241599
6,0.6674501353019713,0.7212512556712235,0.7455120951550152,0.689012775079356,0.6611629736692207,0.6294528300604181,1.0,0.7469999837916868,0.7734329707289668,0.6513991105627874,0.7583345998576634,0.3419800644722189,0.6868953779251052,0.7332736040483052,0.5492637529845484,0.5904708157436017,0.6914503036063632,0.5305395443622757,0.47221004922680926,0.7300735246399134,0.6932483653330722
7,0.732564428992888,0.7839127476980411,0.8343902678552877,0.7216502906187784,0.7245494307764669,0.7066506002764794,0.7469999837916868,1.0,0.8190684914164098,0.7729579550436538,0.8156993710151887,0.4166370948855534,0.7469259696469249,0.8024475928085024,0.5953927682832824,0.6750343207045982,0.7713429151824129,0.6296500755575672,0.5034297589722971,0.7960410095281449,0.7548005045804119
8,0.6873715154097719,0.8034057543361145,0.7895891052018338,0.7512461983845388,0.7154473435091516,0.6463970354748364,0.7734329707289668,0.8190684914164098,1.0,0.7488900565610859,0.8053384198257125,0.4119178396499018,0.7349341623158886,0.7741353904578445,0.5854678679068922,0.6445407174109259,0.7719834452588862,0.5814273302256228,0.5030964859137923,0.7964041185584593,0.7519617754981117
9,0.7147914713566986,0.7235959037221915,0.7865317365058689,0.7167296811816636,0.6971060719544356,0.6819964391992263,0.6513991105627874,0.7729579550436538,0.7488900565610859,1.0,0.7873308100069248,0.3580763895969491,0.7267219090174473,0.7632372398348574,0.5793310814854528,0.635128535283211,0.7510726628899849,0.5551269592793964,0.4947450522001614,0.7694110850815186,0.7227098048241658
10,0.788009611991445,0.7797060254837193,0.8706378421345639,0.7993198222453856,0.7518687722485664,0.7892048192758859,0.7583345998576634,0.8156993710151887,0.8053384198257125,0.7873308100069248,1.0,0.40127264417384106,0.8543322017795174,0.8543924271417873,0.6279596489972373,0.6886665409083134,0.7822965237169668,0.6028671949570317,0.5504883831454762,0.8741566773865911,0.8062305075855044
11,0.27694321165477537,0.3709872315685157,0.3859947655351293,0.3701630553934161,0.3256260434586241,0.31572639429127375,0.3419800644722189,0.4166370948855534,0.4119178396499018,0.3580763895969491,0.40127264417384106,1.0,0.3685952137124264,0.355750005682041,0.2682838626712966,0.29473376144738056,0.34079880754253794,0.30924648199497734,0.19242431329093182,0.38545525016511195,0.3766169821580435
12,0.7349762419241322,0.719069144745237,0.8096715343518444,0.7346456886609651,0.6966515663346013,0.7500271214605828,0.6868953779251052,0.7469259696469249,0.7349341623158886,0.7267219090174473,0.8543322017795174,0.3685952137124264,1.0,0.7943971525055263,0.5816171643454424,0.6493313890082397,0.7113802472881948,0.5595858592220595,0.5223736228461257,0.817063706733698,0.7648020484871659
13,0.7914872341808161,0.7640165682284947,0.857196240119207,0.7590679064607873,0.7777452374483418,0.7636788884193273,0.7332736040483052,0.8024475928085024,0.7741353904578445,0.7632372398348574,0.8543924271417873,0.355750005682041,0.7943971525055263,1.0,0.6139415521583609,0.6970363302779438,0.790938968859312,0.5779411338850249,0.5734804630855712,0.8379885680731302,0.7806586956960698
14,0.5681299764217685,0.5866654446486246,0.6161024333624712,0.5785580047037534,0.5497777999397381,0.5416802039528812,0.5492637529845484,0.5953927682832824,0.5854678679068922,0.5793310814854528,0.6279596489972373,0.2682838626712966,0.5816171643454424,0.6139415521583609,1.0,0.5115823601430253,0.6022530732442917,0.45670069201619656,0.4161500517663145,0.6109351102210548,0.584871216912356
15,0.6757926416436996,0.6469224216927145,0.7087274443885859,0.6119262921350926,0.6440459890384871,0.6418298579641641,0.5904708157436017,0.6750343207045982,0.6445407174109259,0.635128535283211,0.6886665409083134,0.29473376144738056,0.6493313890082397,0.6970363302779438,0.5115823601430253,1.0,0.6670379657566875,0.5009088151981114,0.4970110053799515,0.6782757433592288,0.6561369974389016
16,0.727686371859413,0.7732508905507517,0.8060610368489648,0.7397173310533866,0.7432733159679441,0.6697934669810165,0.6914503036063632,0.7713429151824129,0.7719834452588862,0.7510726628899849,0.7822965237169668,0.34079880754253794,0.7113802472881948,0.790938968859312,0.6022530732442917,0.6670379657566875,1.0,0.5454888372026622,0.5287028060765758,0.7679442863400966,0.737253491566601
17,0.5386311062417428,0.5704200544898835,0.6213408016416455,0.5414513412152077,0.5344231460076106,0.5490270447325186,0.5305395443622757,0.6296500755575672,0.5814273302256228,0.5551269592793964,0.6028671949570317,0.30924648199497734,0.5595858592220595,0.5779411338850249,0.45670069201619656,0.5009088151981114,0.5454888372026622,1.0,0.3595636317591246,0.5995866296922757,0.5687957779030397
18,0.5323799646099773,0.5028167467133123,0.5618880583281365,0.49259402386423234,0.5167217613928362,0.5183972125209909,0.47221004922680926,0.5034297589722971,0.5030964859137923,0.4947450522001614,0.5504883831454762,0.19242431329093182,0.5223736228461257,0.5734804630855712,0.4161500517663145,0.4970110053799515,0.5287028060765758,0.3595636317591246,1.0,0.5372698498133237,0.5113547242245263
19,0.760819273906339,0.7815211860648777,0.8381775792217662,0.7770695185659482,0.7600427919101067,0.7512517251490584,0.7300735246399134,0.7960410095281449,0.7964041185584593,0.7694110850815186,0.8741566773865911,0.38545525016511195,0.817063706733698,0.8379885680731302,0.6109351102210548,0.6782757433592288,0.7679442863400966,0.5995866296922757,0.5372698498133237,1.0,0.7972427808267657
20,0.7214182676981045,0.7427242323650238,0.8017200110783886,0.7220320307908488,0.6994699374022312,0.7040620261241599,0.6932483653330722,0.7548005045804119,0.7519617754981117,0.7227098048241658,0.8062305075855044,0.3766169821580435,0.7648020484871659,0.7806586956960698,0.584871216912356,0.6561369974389016,0.737253491566601,0.5687957779030397,0.5113547242245263,0.7972427808267657,1.0
