,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,1.0,0.37455596179086914,0.30340893133135466,0.2901938184938508,0.32438421653955984,0.3875047530009806,0.3546108048207115,0.49236394944950357,0.35668152664220426,0.2977023385331977,0.3418950797403347,0.28578700053059775,0.34852771275232464,0.30160884613509664,0.3618908108681624,0.13489497565306613,0.33158002643471524
1,0.37455596179086914,1.0,0.8699280876576281,0.6311326397833038,0.8194156475453651,0.8918700337835216,0.8981071530116552,0.67122485101896,0.7913368180751058,0.7074200584644679,0.9015956716765925,0.8032016066715293,0.8167028028228505,0.7811992812701984,0.8462113131560243,0.7864318808518503,0.8250215693020599
2,0.30340893133135466,0.8699280876576281,1.0,0.5971471427109515,0.7747779437549638,0.8197443059372743,0.8656569429691475,0.6363083175206866,0.7606610919081269,0.7052879763538293,0.8621644649517344,0.7734209519031414,0.8070001377262012,0.779084930654068,0.8403005457486165,0.7900286010782757,0.7853064932516067
3,0.2901938184938508,0.6311326397833038,0.5971471427109515,1.0,0.5988811558443075,0.6178530342363195,0.6513102786010324,0.7319995705296872,0.5797722863195458,0.5358440978019404,0.6638854444812019,0.5893263695708868,0.5776173857900374,0.5960114114428922,0.6581026769739852,0.6134251345800346,0.6049353223438804
4,0.32438421653955984,0.8194156475453651,0.7747779437549638,0.5988811558443075,1.0,0.7752597329506578,0.8095506878823577,0.6279916095647249,0.7529813998138275,0.6376069421923102,0.8041030110032695,0.7339961386101924,0.728679164589044,0.691755701721064,0.7613106468058963,0.7183796285152838,0.7154321098089875
5,0.3875047530009806,0.8918700337835216,0.8197443059372743,0.6178530342363195,0.7752597329506578,1.0,0.845938373023208,0.67763983831642,0.7366809176609199,0.67216567709005,0.851737382042756,0.7665048771196834,0.7744080120762542,0.748053165821002,0.8174757847013863,0.745157618839625,0.7987571660882166
6,0.3546108048207115,0.8981071530116552,0.8656569429691475,0.6513102786010324,0.8095506878823577,0.845938373023208,1.0,0.6824303556715973,0.7767287022818966,0.7009934333781894,0.9030985300827437,0.788193176538031,0.8154942190850203,0.7788372110475525,0.8426083334285905,0.7910158170559336,0.7994676267859148
7,0.49236394944950357,0.67122485101896,0.6363083175206866,0.7319995705296872,0.6279916095647249,0.67763983831642,0.6824303556715973,1.0,0.6337590942020064,0.6056872843530033,0.7174774779858619,0.5928384335755574,0.6076395807739714,0.622657867651235,0.7169779166670925,0.5873695155354329,0.6431582015590472
8,0.35668152664220426,0.7913368180751058,0.7606610919081269,0.5797722863195458,0.7529813998138275,0.7366809176609199,0.7767287022818966,0.6337590942020064,1.0,0.6043063863451751,0.7853689229427093,0.6943629887563512,0.6991731389911235,0.6614212862646087,0.738084060559456,0.6526764844835403,0.7129510787822301
9,0.2977023385331977,0.7074200584644679,0.7052879763538293,0.5358440978019404,0.6376069421923102,0.67216567709005,0.7009934333781894,0.6056872843530033,0.6043063863451751,1.0,0.7110384667170558,0.617686518501153,0.6742288724783109,0.6639271787620206,0.7100171335922147,0.6573536339285987,0.6255026701253028
10,0.3418950797403347,0.9015956716765925,0.8621644649517344,0.6638854444812019,0.8041030110032695,0.851737382042756,0.9030985300827437,0.7174774779858619,0.7853689229427093,0.7110384667170558,1.0,0.79907159877784,0.7987539978399535,0.7753221356260575,0.8469110167801756,0.7971087432447556,0.8258020223505167
11,0.28578700053059775,0.8032016066715293,0.7734209519031414,0.5893263695708868,0.7339961386101924,0.7665048771196834,0.788193176538031,0.5928384335755574,0.6943629887563512,0.617686518501153,0.79907159877784,1.0,0.7207239133363947,0.7111548532707344,0.7728797835391332,0.7185078273117524,0.8005196724248324
12,0.34852771275232464,0.8167028028228505,0.8070001377262012,0.5776173857900374,0.728679164589044,0.7744080120762542,0.8154942190850203,0.6076395807739714,0.6991731389911235,0.6742288724783109,0.7987539978399535,0.7207239133363947,1.0,0.7413725255880131,0.7854520696908219,0.7287856829776767,0.7126092204056187
13,0.30160884613509664,0.7811992812701984,0.779084930654068,0.5960114114428922,0.691755701721064,0.748053165821002,0.7788372110475525,0.622657867651235,0.6614212862646087,0.6639271787620206,0.7753221356260575,0.7111548532707344,0.7413725255880131,1.0,0.7916914137151588,0.7315411405508061,0.7179771965887533
14,0.3618908108681624,0.8462113131560243,0.8403005457486165,0.6581026769739852,0.7613106468058963,0.8174757847013863,0.8426083334285905,0.7169779166670925,0.738084060559456,0.7100171335922147,0.8469110167801756,0.7728797835391332,0.7854520696908219,0.7916914137151588,1.0,0.7808345181985968,0.7895600776063061
15,0.13489497565306613,0.7864318808518503,0.7900286010782757,0.6134251345800346,0.7183796285152838,0.745157618839625,0.7910158170559336,0.5873695155354329,0.6526764844835403,0.6573536339285987,0.7971087432447556,0.7185078273117524,0.7287856829776767,0.7315411405508061,0.7808345181985968,1.0,0.7198515290956382
16,0.33158002643471524,0.8250215693020599,0.7853064932516067,0.6049353223438804,0.7154321098089875,0.7987571660882166,0.7994676267859148,0.6431582015590472,0.7129510787822301,0.6255026701253028,0.8258020223505167,0.8005196724248324,0.7126092204056187,0.7179771965887533,0.7895600776063061,0.7198515290956382,1.0
